Title,Location,Price,Area m�,Number of rooms,Price/m�
Studio Witte de Withstraat,3012 BN Rotterdam (Cool),"1,800",45,1,40.0
Apartment Huizingalaan,"3572 LL Utrecht (Huizingalaan, K. Doormanlaan en omgeving)","1,800",35,1,51.4
Apartment Oostkade,4551 CL Sas van Gent (Kern Sas van Gent),Price ,200 m²,1,#VALUE!
Apartment Naarderstraat,1251 BE Laren (Zwarte Berg),"1,770",41,2,43.2
Apartment Junostraat 271,2516 BR Den Haag (Binckhorst),"1,250",42,2,29.8
Apartment Kruiskade,3012 EG Rotterdam (Cool),"1,650",135,3,12.2
Apartment Junostraat,2516 BR Den Haag (Binckhorst),"2,000",128,4,15.6
Apartment Haven 3 E,2312 MG Leiden (Havenwijk-Noord),"1,750",49,1,35.7
Apartment Haven 3 A,2312 MG Leiden (Havenwijk-Noord),"1,850",46,2,40.2
Apartment Witte de Withstraat,2518 CR Den Haag (Zeeheldenkwartier),"1,250",83,3,15.1
Apartment Goudsewagenstraat,3011 RK Rotterdam (Stadsdriehoek),"1,275",40,2,31.9
Apartment Haven 3 D,2312 MG Leiden (Havenwijk-Noord),"1,750",42,2,41.7
Apartment Haven 3,2312 MG Leiden (Havenwijk-Noord),"1,950",48,2,40.6
Apartment Koningin Wilhelminaplein,1062 KS Amsterdam (Westlandgracht),"2,150",105,4,20.5
Apartment De Klok 407,2231 DW Rijnsburg (Frederiksoord-Noord),"2,380",89,3,26.7
Apartment De Klok 405,2231 DW Rijnsburg (Frederiksoord-Noord),"2,115",63,2,33.6
Apartment Ochterveltstraat,3015 XL Rotterdam (Oude Westen),"1,975",70,2,28.2
Apartment Parklaan,3016 BB Rotterdam (Nieuwe Werk),"1,495",48,2,31.1
Apartment Parklaan,3016 BB Rotterdam (Nieuwe Werk),"1,450",47,2,30.9
Studio Witte de Withstraat,3012 BT Rotterdam (Cool),"1,200",50,1,24.0
Studio Witte de Withstraat,3012 BT Rotterdam (Cool),"1,200",50,1,24.0
Apartment Koningin Wilhelminaplein,1062 KS Amsterdam (Westlandgracht),"1,850",90,3,20.6
Studio Oudedijk,3061 AB Rotterdam (Kralingen West),"1,150",25,1,46.0
Studio Witte de Withstraat,3012 BN Rotterdam (Cool),"1,750",40,1,43.8
Studio Witte de Withstraat,3012 BT Rotterdam (Cool),"1,250",45,1,27.8
Studio Witte de Withstraat,3012 BT Rotterdam (Cool),"1,250",50,1,25.0
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"1,550",50,1,31.0
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"1,550",50,1,31.0
Studio Oudedijk,3061 AB Rotterdam (Kralingen West),"1,150",20,1,57.5
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"1,550",50,1,31.0
Studio Eendrachtsweg,3012 LG Rotterdam (Cool),"1,595",50,1,31.9
Apartment Koeveringsedijk,5491 SB Sint-Oedenrode (Buitengebied Veerse Heide en Koevering),"1,000",60,3,16.7
Studio Witte de Withstraat,3012 BN Rotterdam (Cool),"1,400",40,1,35.0
Studio Witte de Withstraat,3012 BN Rotterdam (Cool),"1,800",40,1,45.0
Apartment Van Brakelplein,9726 HG Groningen (Zeeheldenbuurt),"1,300",90,3,14.4
Apartment Grote Markt,4611 NR Bergen op Zoom (Centrum),"1,350",75,2,18.0
Studio Weena,3014 DA Rotterdam (Cs Kwartier),"2,995",65,1,46.1
Studio Weena,3014 DA Rotterdam (Cs Kwartier),"2,995",65,1,46.1
Studio Van Lawick van Pabststraat 42,6814 HJ Arnhem (Burgemeesterswijk),"1,150",25,1,46.0
Apartment Huizingalaan,"3572 LL Utrecht (Huizingalaan, K. Doormanlaan en omgeving)","2,100",45,2,46.7
Apartment Lamsrustlaan 319,3054 VG Rotterdam (Hillegersberg Noord),"1,500",62,2,24.2
Apartment Porporastraat,8031 HS Zwolle (Holtenbroek II),"1,090",55,2,19.8
Studio Berlijnplein,3541 CM Utrecht (Leidsche Rijn-Centrum),633,30,1,21.1
Apartment Groenburgwal,1011 HT Amsterdam (Nieuwmarkt/Lastage),"1,800",52,2,34.6
Apartment Kruiskade,3012 EG Rotterdam (Cool),"1,350",78,2,17.3
Apartment Kanaalkade 16 E,1811 LP Alkmaar (Binnenstad-West),675,39,1,17.3
Apartment Houtwolplantsoen 186,4902 DT Oosterhout (Slotjes-West),918,92,3,10.0
Apartment Kloveniersburgwal 54 3,1012 CX Amsterdam (Burgwallen-Oude Zijde),"1,600",50,2,32.0
Apartment Singel,1015 AC Amsterdam (Grachtengordel-West),"1,750",56,3,31.3
Apartment Noordpolderstraat,3074 XC Rotterdam (Hillesluis),995,47,3,21.2
Apartment Onstein 52,1082 KL Amsterdam (Buitenveldert-West),"1,975",85,3,23.2
Apartment Spinozalaan 2 A,2273 XA Voorburg (Voorburg Midden midden),975,55,2,17.7
Apartment Herengracht 106 A2,2312 LG Leiden (Pancras-Oost),720,41,2,17.6
Apartment Walenburgerplein 86,3039 AN Rotterdam (Blijdorp),"1,150",60,3,19.2
Apartment Overtoom 555,1054 LK Amsterdam (Overtoomse Sluis),"1,500",38,2,39.5
Apartment Ceintuurbaan 428 II,1074 EB Amsterdam (Nieuwe Pijp),"1,775",53,3,33.5
Apartment 1e Lulofsdwarsstraat 6 W,2521 AZ Den Haag (Laakhaven-West),"1,400",80,3,17.5
Apartment Bisschop Tulpijndreef 149,3562 LH Utrecht (Zamenhofdreef en omgeving),"1,049",64,2,16.4
Apartment Reykjavikstraat 596,3543 KB Utrecht (Leidsche Rijn-Centrum),897,45,1,19.9
Apartment Edelweisstraat 57 1,5643 GN Eindhoven (Kruidenbuurt),825,40,2,20.6
Apartment Marcusstraat 5 3,1091 TH Amsterdam (Weesperzijde),"1,775",55,3,32.3
Apartment Cornelis Dopperstraat,"5654 JH Eindhoven (Bennekel-West, Gagelbosch)",825,25,1,33.0
Apartment Teakhout,1507 EM Zaandam (Westerspoor),"1,850",93,3,19.9
Apartment Loosdrechtseweg,1215 JV Hilversum (Staatsliedenkwartier),"1,400",55,3,25.5
Apartment Sint Philipsland 85,1181 JJ Amstelveen (Vredeveldbuurt),"1,700",78,3,21.8
Apartment Bestevâerstraat 256 2,1055 TT Amsterdam (Landlust),"1,650",57,2,28.9
Apartment Pieter Jacobszstraat,1012 HL Amsterdam (Burgwallen-Oude Zijde),"1,500",40,2,37.5
Apartment Eurokade,1060 RZ Amsterdam (Middelveldsche Akerpolder),"1,500",37,2,40.5
Apartment Pruimenstraat 10 B,1033 KM Amsterdam (Tuindorp Oostzaan),"1,550",80,4,19.4
Apartment Carel Willinkgracht,1112 ZK Diemen (Holland Park),"1,640",60,3,27.3
Apartment Etna,1186 CN Amstelveen (In de Wolkenbuurt),"1,550",65,2,23.8
Apartment Kromstraat,5345 AE Oss (Vlashoek),820,72,3,11.4
Apartment Cliffordstraat,1051 GP Amsterdam (Staatsliedenbuurt),"1,650",50,2,33.0
Apartment Groenhazengracht,2311 VT Leiden (Academiewijk),"1,835",90,4,20.4
Studio Berlijnplein,3541 CM Utrecht (Leidsche Rijn-Centrum),633,30,1,21.1
Apartment Twijnderlaan,1431 DD Aalsmeer (Centrum),"1,650",145,3,11.4
Apartment Van Baerlestraat,1071 AW Amsterdam (Museumkwartier),"2,650",78,3,34.0
Apartment Ceintuurbaan 219 II,1074 CW Amsterdam (Oude Pijp),"2,650",72,4,36.8
Apartment Egelantiersstraat 49 2,1015 PW Amsterdam (Jordaan),"1,600",40,2,40.0
Apartment Nieuwstraat,7311 BN Apeldoorn (Binnenstad),"1,095",75,3,14.6
Apartment Bleekstraat 3 B,5611 VB Eindhoven (Irisbuurt),"1,100",32,1,34.4
Apartment Renooiplein 19,1107 EA Amsterdam (Holendrecht/Reigersbos),"1,600",59,2,27.1
Apartment Nieuwe Nieuwstraat 18 B,1012 NH Amsterdam (Burgwallen-Nieuwe Zijde),"1,900",72,2,26.4
Apartment Terschellingstraat 48,1181 HK Amstelveen (Randwijck Oost),"1,800",90,4,20.0
Apartment Groeninxstraat,3039 TC Rotterdam (Blijdorp),"1,200",70,3,17.1
Apartment Pieter Cornelisz. Hooftstraat,1071 CB Amsterdam (Museumkwartier),"2,500",120,3,20.8
Apartment Koning Lodewijklaan 6 J,7314 GE Apeldoorn (Sprengenbos),700,59,1,11.9
Apartment Laan op Zuid 680,3071 AB Rotterdam (Kop van Zuid - Entrepot),"1,400",98,3,14.3
Apartment Heisterberg 55,6431 JB Hoensbroek (De Dem en omgeving),620,60,3,10.3
House Klaas Geertsplantsoen 10,1022 LK Amsterdam (Elzenhagen),"3,000",150,7,20.0
Studio van Voorst tot Voorststraat,4815 GP Breda (Belcrum),595,20,1,29.8
Apartment Mariaplaats,"3511 LL Utrecht (Lange Elisabethstraat, Mariaplaats en omgeving)","3,250",150,4,21.7
Apartment Louis Couperusplaats 3,2902 XA Capelle aan den IJssel (Dichtersbuurt),"1,350",85,4,15.9
Apartment Haringbuisdijk 909,1086 VA Amsterdam (IJburg West),"1,530",90,2,17.0
Apartment Alexanderplein 1 B,1018 CG Amsterdam (Weesperbuurt/Plantage),"2,850",110,3,25.9
Apartment Milletstraat 56 2,1077 ZG Amsterdam (Apollobuurt),"2,850",130,4,21.9
Apartment Sint Annalaan 55 C,6214 DA Maastricht (Brusselsepoort),998,95,3,10.5
Apartment De Cassij 1 D-01,6211 WE Maastricht (Statenkwartier),"1,505",106,3,14.2
Apartment Wagenaarstraat 425,1093 CN Amsterdam (Dapperbuurt),"1,850",72,3,25.7
Apartment Borgerstraat 162,1053 RB Amsterdam (Van Lennepbuurt),"1,500",51,2,29.4
House Korte Bogaardstraat 6,2011 WT Haarlem (Vijfhoek),"1,295",43,2,30.1
Apartment Bilderdijkkade 71 C,1053 VK Amsterdam (Van Lennepbuurt),"2,200",85,4,25.9
Apartment Miles Davisstraat,3543 GT Utrecht (Terwijde-Oost),"1,495",58,2,25.8
Apartment Cornelis Houtmanstraat,2593 RL Den Haag (Bezuidenhout-Oost),"1,500",75,3,20.0
Apartment Spurgeonlaan 28,1185 BE Amstelveen (Augustinuspark),"1,900",86,4,22.1
Apartment Admiraal De Ruijterweg,1056 GM Amsterdam (Geuzenbuurt),"1,800",77,3,23.4
House Jaagpad,1059 BN Amsterdam (Hoofddorppleinbuurt),"3,600",160,3,22.5
House St.-Elisabethstraat,5261 VS Vught (Centrum),"1,850",189,4,9.8
Apartment Boerhaavelaan,3112 LL Schiedam (Rotterdamsedijk),725,79,4,9.2
Apartment Boerhaavelaan,3112 LL Schiedam (Rotterdamsedijk),700,79,4,8.9
Apartment Stevinstraat,2587 ES Den Haag (Belgisch Park),"1,695",140,4,12.1
Apartment Parkstraat,6828 JM Arnhem (Boulevardwijk),889,75,2,11.9
Apartment Tjalie Robinsonduin,2566 HD Den Haag (Vogelwijk),"1,800",113,3,15.9
Apartment Wilhelmina Blombergplein 35,1018 MW Amsterdam (Oostelijke Eilanden/Kadijken),"2,000",90,3,22.2
Apartment Westerdijk,3513 EW Utrecht (Pijlsweerd-Zuid),"1,150",35,1,32.9
Apartment Vullinghspark 2,5591 DB Heeze (Heeze),"1,395",122,3,11.4
House Heer Balderikstraat,5302 XH Zaltbommel (Verspreide huizen Hoeven),995,95,4,10.5
Apartment Gabriël Metsustraat 14 II,1071 EB Amsterdam (Museumkwartier),"1,775",75,3,23.7
Apartment Oudwijkerdwarsstraat 92 B,3581 LH Utrecht (Oudwijk),"1,395",39,2,35.8
Apartment Derde Oosterparkstraat 64 D,1091 KA Amsterdam (Oosterparkbuurt),"2,500",104,3,24.0
House Winselerhof 16,5625 LX Eindhoven ('t Hool),"1,800",183,5,9.8
Apartment Helling,1431 BS Aalsmeer (Centrum),"1,330",55,2,24.2
Apartment Raphaëlplein 31 I,1077 PX Amsterdam (Apollobuurt),"4,500",139,5,32.4
Apartment Driehoekstraat 1 A,1015 GL Amsterdam (Jordaan),"2,300",110,3,20.9
House Dennenlaan 23,1702 KM Heerhugowaard (Recreatiebuurt),"1,250",124,5,10.1
Apartment Palmgracht,1015 HL Amsterdam (Jordaan),"2,350",72,3,32.6
Apartment Denneweg 69 D,2514 CE Den Haag (Voorhout),"1,500",63,3,23.8
Apartment Da Costastraat,1053 ZT Amsterdam (Van Lennepbuurt),"2,250",93,3,24.2
House Meidoornlaan 30,1185 JX Amstelveen (Kastanjebuurt),"2,600",110,4,23.6
Apartment Langgewenst,1211 BA Hilversum (Langgewenstbuurt),"1,300",67,3,19.4
Apartment Admiraal De Ruijterweg,1056 GT Amsterdam (Geuzenbuurt),"1,775",82,3,21.6
Apartment N. Lansdorpstraat 33,1022 KB Amsterdam (Elzenhagen),"1,750",90,3,19.4
Apartment Joep Nicolasstraat 303,6041 JZ Roermond (Binnenstad),784,83,3,9.4
Apartment Torenstraat 17,2513 BN Den Haag (Kortenbos),"1,750",118,3,14.8
Apartment Kerkplein,6131 ES Sittard (Sittard-Centrum),950,48,2,19.8
Room Wooldriksweg,7512 AN Enschede (Getfert),360,18,1,20.0
House Keizer Karelweg 432,1181 RL Amstelveen (Kruiskerkbuurt),"4,000",170,6,23.5
Apartment Porporastraat,8031 HS Zwolle (Holtenbroek II),"1,090",55,2,19.8
Apartment Groenhazengracht,2311 VT Leiden (Academiewijk),"1,835",90,4,20.4
Apartment Bijlmerdreef,"1103 TA Amsterdam (Bijlmer Oost (E,G,K))","2,375",120,5,19.8
Apartment Tweede Oosterparkstraat,1092 BL Amsterdam (Oosterparkbuurt),"1,700",75,2,22.7
Apartment 2e Van Blankenburgstraat 155 A.,2517 HD Den Haag (Sweelinckplein en omgeving),"1,900",96,4,19.8
Apartment Van Hallstraat,1051 HG Amsterdam (Staatsliedenbuurt),"2,250",95,4,23.7
Apartment Christoffelkruidstraat 50,1032 LK Amsterdam (Noordelijke IJ-oevers West),"2,000",80,3,25.0
Apartment Bellamystraat,1053 BS Amsterdam (Kinkerbuurt),"2,950",153,4,19.3
Apartment Waterstraat 5 B,3511 BW Utrecht (Wijk C),"1,095",29,1,37.8
Apartment Admiraal De Ruijterweg,1056 GL Amsterdam (Geuzenbuurt),"2,495",83,3,30.1
Apartment S. F. van Ossstraat 290,1068 JR Amsterdam (Osdorp-Oost),"1,600",76,3,21.1
Apartment James Cookstraat,1056 SC Amsterdam (Van Galenbuurt),"1,600",60,3,26.7
Apartment Langebrug 8 V,2311 TL Leiden (Pieterswijk),"1,850",142,4,13.0
Apartment Esplanade de Meer,1098 WK Amsterdam (Middenmeer),"1,750",86,3,20.3
Apartment Heerestraat,9953 PH Baflo (Baflo),543,51,2,10.6
Apartment Sarphatistraat,1018 GK Amsterdam (Weesperbuurt/Plantage),"2,350",61,3,38.5
Apartment Schinkelkade 45 I,1075 VK Amsterdam (Schinkelbuurt),"1,950",47,3,41.5
Apartment Aalbersestraat,1067 GL Amsterdam (Geuzenveld),"2,100",67,4,31.3
Apartment Prinsengracht 1125 D,1017 JK Amsterdam (Grachtengordel-Zuid),"2,300",70,3,32.9
Apartment Van Tuyll van Serooskerkenweg 108 II,1076 JR Amsterdam (Stadionbuurt),"1,950",67,3,29.1
Apartment Galileïstraat,2561 TC Den Haag (Valkenboskwartier),"1,095",62,3,17.7
Apartment Weteringschans 41 C,1017 RW Amsterdam (De Weteringschans),"2,500",120,3,20.8
Apartment Cornelis Anthoniszstraat,1071 VS Amsterdam (Museumkwartier),"1,900",60,2,31.7
Apartment Tweede Helmersstraat,1054 CN Amsterdam (Helmersbuurt),"3,150",134,4,23.5
Apartment Mankesstraat,2597 CL Den Haag (Uilennest),"1,250",86,3,14.5
Apartment Laan van Meerdervoort 168 1A,2517 BG Den Haag (Zeeheldenkwartier),"1,150",56,2,20.5
Apartment Postjeskade 137 3,1058 DN Amsterdam (Westindische Buurt),"1,850",75,2,24.7
Apartment Oranjeplein,6224 KS Maastricht (Scharn),"1,195",62,4,19.3
Apartment Oudestraat,8261 CA Kampen (Binnenstad Kampen),"1,250",120,4,10.4
Apartment De Genestetlaan,2522 LL Den Haag (Laakkwartier-West),"1,415",82,3,17.3
House Cornelis de Wittlaan,2582 AC Den Haag (Statenkwartier),"4,250",235,6,18.1
House Surinamestraat,"3531 KN Utrecht (Laan van Nieuw-Guinea, Spinozaweg e.o.)","1,400",79,4,17.7
Apartment Porporastraat,8031 HS Zwolle (Holtenbroek II),"1,090",55,2,19.8
Apartment Noorderhavenkade 56 B03,3038 XK Rotterdam (Bergpolder),"1,750",80,2,21.9
Apartment Sint Philipsland 127,1181 JJ Amstelveen (Vredeveldbuurt),"1,875",80,3,23.4
Apartment Morsweg 10,2312 AD Leiden (Transvaalbuurt),"1,795",102,3,17.6
House Sweelinckplein 36,2517 GN Den Haag (Sweelinckplein en omgeving),"5,800",306,1,19.0
Apartment Keizersgracht,1015 CH Amsterdam (Grachtengordel-West),"2,600",114,2,22.8
House Seychellen 56,3524 JA Utrecht (Lunetten-Zuid),"1,795",94,4,19.1
Apartment Reguliersgracht 107 K,1017 LP Amsterdam (De Weteringschans),"2,650",125,4,21.2
House Rooseveltstraat 8 Z,1931 VN Egmond aan Zee (Zuid I en II),950,58,3,16.4
Apartment Kapittelweg 130,1216 JJ Hilversum (Kerkelanden),"1,250",79,3,15.8
Apartment Nassaukade,1052 CJ Amsterdam (Staatsliedenbuurt),"2,400",115,4,20.9
Apartment Rossinilaan,1217 CB Hilversum (Villaparken),"1,650",90,3,18.3
Apartment Grevelingenstraat 8 I+III,1078 KN Amsterdam (Scheldebuurt),"2,850",125,6,22.8
House Schellingwouderdijk 187,1023 ND Amsterdam (Waterland),"1,800",112,5,16.1
Apartment Sarphatikade,1017 WV Amsterdam (De Weteringschans),"2,750",100,3,27.5
Apartment Ten Katestraat,1053 BZ Amsterdam (Kinkerbuurt),"1,750",44,2,39.8
Apartment Schagchelstraat 27 A,2011 HW Haarlem (Binnenstad),"2,100",80,3,26.3
Apartment Willemsparkweg,1071 GW Amsterdam (Museumkwartier),"2,500",73,4,34.2
Apartment Zonnebloemstraat 73 B,3051 ST Rotterdam (Hillegersberg Zuid),"1,600",100,4,16.0
Apartment Amsterdamsestraatweg,3555 HE Utrecht (Prins Bernhardplein en omgeving),775,120,1,6.5
House Nieuwe Zijds Burgwal 47,1141 TG Monnickendam (Monnickendam),"2,500",118,5,21.2
Apartment Karel Doormanlaan,"3572 NA Utrecht (Huizingalaan, K. Doormanlaan en omgeving)","1,595",100,3,16.0
Apartment Jan Puntstraat 13,1065 MB Amsterdam (Slotervaart Zuid),"1,250",50,3,25.0
Apartment Reinier Engelmanstraat 41,1065 TT Amsterdam (Slotervaart Zuid),"1,150",42,2,27.4
Studio Voorstraat,8011 MK Zwolle (Binnenstad-Zuid),675,30,1,22.5
Apartment Groenestraat,3512 PV Utrecht (Lange Nieuwstraat en omgeving),"1,225",46,2,26.6
House Withuysstraat 7,2523 GN Den Haag (Laakkwartier-West),"1,500",96,4,15.6
House De Vlaschaard 3,1183 KL Amstelveen (Boekenbuurt),"1,900",120,5,15.8
House Hertogsingel,6211 ND Maastricht (Kommelkwartier),"2,500",221,9,11.3
House Prins Hendrikkade,1501 AG Zaandam (Burgemeestersbuurt),"1,350",85,2,15.9
House Corneliushof,6114 JX Susteren (Dieteren),950,92,4,10.3
Apartment Van der Capellenstraat 29,2593 XC Den Haag (Bezuidenhout-Oost),"1,950",100,4,19.5
Apartment Goudsewagenstraat,3011 RK Rotterdam (Stadsdriehoek),"1,275",40,2,31.9
Apartment Groenhazengracht,2311 VT Leiden (Academiewijk),"1,835",90,4,20.4
Apartment Lage Barakken,6221 CH Maastricht (Wyck),815,45,5,18.1
Apartment Heemraadweg 335,1382 JC Weesp (Hogewey Noord),"1,100",65,3,16.9
Apartment Groenhof 80,1186 EV Amstelveen (Kringloopbuurt),"2,250",121,4,18.6
Room Teteringsedijk,4817 MG Breda (Brabantpark),425,12,1,35.4
House Agatha Christielaan 25,5629 MB Eindhoven (Blixembosch-Oost),"1,850",130,5,14.2
Apartment Henri Dunantstraat,6441 XH Brunssum (Lemmender),843,86,3,9.8
Apartment Prinsengracht 284 E,1016 HJ Amsterdam (Jordaan),"2,200",82,2,26.8
House Generaal van Dedemlaan 37,5623 GE Eindhoven (Generalenbuurt),"1,550",100,5,15.5
Apartment Hinthamereinde,5211 PN Den Bosch (De Hofstad),950,55,2,17.3
Apartment Anna van Buerenplein 154,2595 DC Den Haag (Rivierenbuurt-Noord),"1,695",100,3,17.0
House Weimarstraat,2562 HW Den Haag (Valkenboskwartier),"2,250",154,6,14.6
Apartment Titanialaan 11 N,1702 AZ Heerhugowaard (De Frans),670,30,1,22.3
Apartment Weissenbruchstraat,2596 GD Den Haag (Van Hoytemastraat en omgeving),"2,495",132,5,18.9
House Schering,5348 KX Oss (Berghemseweg-Zuid),"1,250",150,5,8.3
Apartment Prof. van Bemmelenlaan 17 A,3571 EK Utrecht (Tuindorp en Van Lieflandlaan-West),"1,595",80,5,19.9
Apartment Dorpsstraat 452 B,1722 EJ Zuid-Scharwoude (Zuid-Scharwoude),975,49,2,19.9
House Talingstraat 12,1531 VK Wormer (Plaszoom),"1,850",150,5,12.3
Apartment Funenpark 116,1018 AK Amsterdam (Oostelijke Eilanden/Kadijken),"2,250",80,2,28.1
House Linthorst Homanstraat,1963 KM Heemskerk (De Maer),"1,750",134,6,13.1
Apartment Doezastraat,2311 GZ Leiden (Levendaal-West),"1,495",50,2,29.9
Apartment President Kennedyplantsoen 23,1079 SK Amsterdam (Rijnbuurt),"1,800",72,2,25.0
Apartment Boomstraat 65 D,1015 LB Amsterdam (Jordaan),"1,850",42,2,44.0
House Haakbus,5126 WN Gilze (Steenakkers),"1,400",151,5,9.3
Room Hyacintenplein 1 3,2211 BW Noordwijkerhout (In den Houte),350,20,1,17.5
Apartment Hyacintenplein 1 1,2211 BW Noordwijkerhout (In den Houte),900,100,2,9.0
Apartment Hyacintenplein 1,2211 BW Noordwijkerhout (In den Houte),650,40,2,16.3
Apartment Tjalie Robinsonduin,2566 HE Den Haag (Vogelwijk),"1,825",140,3,13.0
Apartment Wilhelminasingel,4817 JX Breda (Brabantpark),825,50,2,16.5
Apartment Eelderdiephof,3521 DM Utrecht (Dichterswijk),"1,475",63,3,23.4
Apartment Merckenburg 36,1082 BT Amsterdam (Buitenveldert-West),"2,100",85,4,24.7
Apartment Porporastraat,8031 HS Zwolle (Holtenbroek II),"1,090",55,2,19.8
Studio Berlijnplein,3541 CM Utrecht (Leidsche Rijn-Centrum),633,30,1,21.1
House Laan in den Drink,6226 HD Maastricht (Scharn),"1,375",90,4,15.3
Apartment Van Eesterenplein 110,3315 KT Dordrecht (Van Ravesteijn-erf en omgeving),805,84,3,9.6
Apartment De Rik,3232 LA Brielle (Rugge),"1,255",71,3,17.7
Apartment De Rik,3232 LA Brielle (Rugge),"1,660",84,3,19.8
House Kalverhof,6241 CZ Bunde (Bunde),"1,075",106,5,10.1
Apartment Haringbuisdijk 221,1086 VA Amsterdam (IJburg West),910,38,1,23.9
Apartment Maliebaan,3581 CB Utrecht (Buiten Wittevrouwen),"1,975",108,3,18.3
Apartment Tommaso Albinonistraat 126,1083 HM Amsterdam (Zuidas),"3,000",126,3,23.8
Apartment Doggevaart 70,3144 DX Maassluis (Het Balkon),"2,090",80,3,26.1
Apartment Van der Hoopstraat 116 3,1051 VN Amsterdam (Staatsliedenbuurt),"2,650",96,4,27.6
Apartment Velpsestraat,2573 SB Den Haag (Oostbroek-Zuid),"1,150",70,3,16.4
Apartment Marnixstraat 30 3L,1015 XK Amsterdam (Jordaan),"1,200",50,2,24.0
Apartment Jan ten Brinkstraat,2522 JA Den Haag (Laakkwartier-Oost),"1,150",66,4,17.4
Apartment Loenermark 509,1025 TT Amsterdam (Buikslotermeer),"1,750",80,3,21.9
Apartment Vughterstraat,5211 GM Den Bosch (Binnenstad-Centrum),"1,175",69,2,17.0
Apartment Oorlogsheldenplein,5346 SZ Oss (Oorlogsheldenbuurt),910,57,2,16.0
Apartment J.J. Cremerplein 50 1,1054 TM Amsterdam (Overtoomse Sluis),"1,600",60,2,26.7
Apartment Hercules Seghersstraat 25,1072 LZ Amsterdam (Oude Pijp),"2,000",70,3,28.6
Apartment Herengracht,2511 EG Den Haag (Uilebomen),"1,350",53,2,25.5
Apartment Van Loostraat,2582 XA Den Haag (Statenkwartier),"1,950",120,4,16.3
House Laanhorn 3,1181 BD Amstelveen (Randwijck West),"4,000",168,8,23.8
Room Koningsweg,5211 BH Den Bosch (Het Zand),695,35,1,19.9
Apartment Kometenstraat,1223 CJ Hilversum (Astronomische Buurt),875,45,2,19.4
Apartment Texelsestraat,3083 PW Rotterdam (Carnisse),"1,000",50,3,20.0
Apartment Fagelstraat,1052 GG Amsterdam (Frederik Hendrikbuurt),"1,500",45,2,33.3
Apartment Prinsengracht 1123 H,1017 JK Amsterdam (Grachtengordel-Zuid),"2,500",100,2,25.0
Apartment Herengracht 256 C,1016 BV Amsterdam (Grachtengordel-West),"2,500",104,3,24.0
Apartment Mariëttahof 79,2033 WT Haarlem (Architectenbuurt),"1,375",80,3,17.2
House Bolmanstraat 9,2496 RE Den Haag (Morgenweide),"1,320",169,5,7.8
House Brede Hilledijk 406 A,3072 NK Rotterdam (Katendrecht),"1,634",121,5,13.5
Apartment Porporastraat,8031 HS Zwolle (Holtenbroek II),"1,090",55,2,19.8
Apartment Witte de Withstraat,2518 CR Den Haag (Zeeheldenkwartier),"1,250",83,3,15.1
Apartment Pleinweg,3083 ED Rotterdam (Carnisse),"1,075",95,3,11.3
Apartment Hooistraat 7 A.,2514 BM Den Haag (Voorhout),"4,950",237,6,20.9
House Hazelaarstraat 12,2461 DP Ter Aar (Ter Aar-Centrum (voorheen Aardam)),"1,165",130,5,9.0
Apartment Ruyschstraat,1091 BS Amsterdam (Weesperzijde),"1,850",72,2,25.7
House Graaf Florislaan 34,1405 BV Bussum (Boslaan),"4,000",250,7,16.0
Apartment Beekstraat 77 22,6811 DX Arnhem (Markt),"1,245",72,3,17.3
Apartment Laarderweg,1402 RG Bussum (Laarderwegkwartier),"1,150",45,2,25.6
Apartment Dirk Hoogenraadstraat,2586 TL Den Haag (Scheveningen Badplaats),"1,645",78,3,21.1
Apartment Nolensstraat,3039 PP Rotterdam (Blijdorp),"1,395",77,3,18.1
House Pijlstraat 1 A,1411 RE Naarden (Naarden Vesting),"1,950",110,4,17.7
Apartment Arthur van Schendelplein 160,2624 CW Delft (Voorhof-Hoogbouw),"1,055",94,4,11.2
Apartment Barbarapad,6432 AG Hoensbroek (Maria Gewanden),799,60,4,13.3
Apartment Capucijnengang,6211 RV Maastricht (Statenkwartier),775,71,2,10.9
House Donkerstraat,4847 EJ Teteringen (Teteringen),"1,750",123,4,14.2
Apartment Zeelandiahoeve,1187 MA Amstelveen (Landschappenbuurt),"2,100",100,3,21.0
Apartment Promenade 13,6411 JA Heerlen (Heerlen-Centrum),700,70,3,10.0
House Zonneweg 24,1033 CJ Amsterdam (Tuindorp Oostzaan),"1,750",90,3,19.4
